[
10,65,86.5651
10,64,86.5651
10,63,86.5651
10,69,86.5651
10,71,86.5651
10,70,86.5651
10,74,86.5651
10,75,86.5651
10,57,86.5651
10,59,86.5651
10,58,86.5651
10,55,86.5651
10,56,86.5651
10,54,86.5651
10,51,86.5651
10,53,86.5651
10,52,86.5651
10,100,86.5651
10,99,86.5651
10,94,86.5651
10,86,86.5651
10,87,86.5651
10,81,86.5651
10,80,86.5651
10,79,86.5651
10,76,86.5651
10,78,86.5651
10,77,86.5651
7,65,86.5651
7,64,86.5651
7,63,86.5651
7,69,86.5651
7,71,86.5651
7,70,86.5651
7,74,86.5651
7,75,86.5651
7,57,86.5651
7,59,86.5651
7,58,86.5651
7,55,86.5651
7,56,86.5651
7,54,86.5651
7,51,86.5651
7,53,86.5651
7,52,86.5651
7,100,86.5651
7,99,86.5651
7,94,86.5651
7,86,86.5651
7,87,86.5651
7,81,86.5651
7,80,86.5651
7,79,86.5651
7,76,86.5651
7,78,86.5651
7,77,86.5651
8,65,86.5651
8,64,86.5651
8,63,86.5651
8,69,86.5651
8,71,86.5651
8,70,86.5651
8,74,86.5651
8,75,86.5651
8,57,86.5651
8,59,86.5651
8,58,86.5651
8,55,86.5651
8,56,86.5651
8,54,86.5651
8,51,86.5651
8,53,86.5651
8,52,86.5651
8,100,86.5651
8,99,86.5651
8,94,86.5651
8,86,86.5651
8,87,86.5651
8,81,86.5651
8,80,86.5651
8,79,86.5651
8,76,86.5651
8,78,86.5651
8,77,86.5651
9,65,86.5651
9,64,86.5651
9,63,86.5651
9,69,86.5651
9,71,86.5651
9,70,86.5651
9,74,86.5651
9,75,86.5651
9,57,86.5651
9,59,86.5651
9,58,86.5651
9,55,86.5651
9,56,86.5651
9,54,86.5651
9,51,86.5651
9,53,86.5651
9,52,86.5651
9,100,86.5651
9,99,86.5651
9,94,86.5651
9,86,86.5651
9,87,86.5651
9,81,86.5651
9,80,86.5651
9,79,86.5651
9,76,86.5651
9,78,86.5651
9,77,86.5651
11,65,86.5651
11,64,86.5651
11,63,86.5651
11,69,86.5651
11,71,86.5651
11,70,86.5651
11,74,86.5651
11,75,86.5651
11,57,86.5651
11,59,86.5651
11,58,86.5651
11,55,86.5651
11,56,86.5651
11,54,86.5651
11,51,86.5651
11,53,86.5651
11,52,86.5651
11,100,86.5651
11,99,86.5651
11,94,86.5651
11,86,86.5651
11,87,86.5651
11,81,86.5651
11,80,86.5651
11,79,86.5651
11,76,86.5651
11,78,86.5651
11,77,86.5651
12,65,86.5651
12,64,86.5651
12,63,86.5651
12,69,86.5651
12,71,86.5651
12,70,86.5651
12,74,86.5651
12,75,86.5651
12,57,86.5651
12,59,86.5651
12,58,86.5651
12,55,86.5651
12,56,86.5651
12,54,86.5651
12,51,86.5651
12,53,86.5651
12,52,86.5651
12,100,86.5651
12,99,86.5651
12,94,86.5651
12,86,86.5651
12,87,86.5651
12,81,86.5651
12,80,86.5651
12,79,86.5651
12,76,86.5651
12,78,86.5651
12,77,86.5651
10,188,82.8277
10,190,82.8277
10,189,82.8277
10,191,82.8277
10,192,82.8277
10,193,82.8277
10,195,82.8277
10,196,82.8277
10,194,82.8277
10,72,82.8277
10,73,82.8277
7,188,82.8277
7,190,82.8277
7,189,82.8277
7,191,82.8277
7,192,82.8277
7,193,82.8277
7,195,82.8277
7,196,82.8277
7,194,82.8277
7,72,82.8277
7,73,82.8277
8,188,82.8277
8,190,82.8277
8,189,82.8277
8,191,82.8277
8,192,82.8277
8,193,82.8277
8,195,82.8277
8,196,82.8277
8,194,82.8277
8,72,82.8277
8,73,82.8277
9,188,82.8277
9,190,82.8277
9,189,82.8277
9,191,82.8277
9,192,82.8277
9,193,82.8277
9,195,82.8277
9,196,82.8277
9,194,82.8277
9,72,82.8277
