38,88,59.0672
47,88,59.0672
48,88,59.0672
45,88,59.0672
46,88,59.0672
44,88,59.0672
18,88,59.0672
17,88,59.0672
25,88,59.0672
24,88,59.0672
22,88,59.0672
23,88,59.0672
20,88,59.0672
21,88,59.0672
19,88,59.0672
38,175,55.6750
38,174,55.6750
47,175,55.6750
47,174,55.6750
48,175,55.6750
48,174,55.6750
45,175,55.6750
45,174,55.6750
46,175,55.6750
46,174,55.6750
44,175,55.6750
44,174,55.6750
18,175,55.6750
18,174,55.6750
17,175,55.6750
17,174,55.6750
25,175,55.6750
25,174,55.6750
24,175,55.6750
24,174,55.6750
22,175,55.6750
22,174,55.6750
23,175,55.6750
23,174,55.6750
20,175,55.6750
20,174,55.6750
21,175,55.6750
21,174,55.6750
19,175,55.6750
19,174,55.6750
55,88,66.8293
56,88,66.8293
54,88,66.8293
52,88,66.8293
53,88,66.8293
81,88,66.8293
80,88,66.8293
79,88,66.8293
116,88,66.7453
117,88,66.7453
118,88,66.7453
114,88,66.7453
115,88,66.7453
113,88,66.7453
123,88,66.7453
122,88,66.7453
124,88,66.7453
125,88,66.7453
120,88,66.7453
121,88,66.7453
192,88,66.7453
193,88,66.7453
189,88,66.7453
190,88,66.7453
188,88,66.7453
116,175,62.4912
116,174,62.4912
117,175,62.4912
117,174,62.4912
118,175,62.4912
118,174,62.4912
114,175,62.4912
114,174,62.4912
115,175,62.4912
115,174,62.4912
113,175,62.4912
113,174,62.4912
123,175,62.4912
123,174,62.4912
122,175,62.4912
122,174,62.4912
124,175,62.4912
124,174,62.4912
125,175,62.4912
125,174,62.4912
120,175,62.4912
120,174,62.4912
121,175,62.4912
121,174,62.4912
192,175,62.4912
192,174,62.4912
193,175,62.4912
193,174,62.4912
189,175,62.4912
189,174,62.4912
190,175,62.4912
190,174,62.4912
188,175,62.4912
188,174,62.4912
88,68,63.1904
88,67,63.1904
88,66,63.1904
88,64,63.1904
88,65,63.1904
88,63,63.1904
88,71,63.1904
88,70,63.1904
88,69,63.1904
88,74,63.1904
88,75,63.1904
88,73,63.1904
88,72,63.1904
88,51,64.0260
88,60,64.0260
88,62,64.0260
88,61,64.0260
88,57,64.0260
88,58,64.0260
88,59,64.0260
88,92,64.0260
88,93,64.0260
88,91,64.0260
88,90,64.0260
88,89,64.0260
88,94,64.0260
88,96,64.0260
88,95,64.0260
88,99,64.0260
88,100,64.0260
88,97,64.0260
88,98,64.0260
88,82,64.0260
88,84,64.0260
88,83,64.0260
88,85,64.0260
88,87,64.0260
88,86,64.0260
88,36,64.0260
88,37,64.0260
88,35,64.0260
88,34,64.0260
88,33,64.0260
88,32,64.0260
88,29,64.0260
88,31,64.0260
88,30,64.0260
88,26,64.0260
88,28,64.0260
88,27,64.0260
88,194,60.4078
88,195,60.4078
88,196,60.4078
88,191,60.4078
88,183,60.4078
88,184,60.4078
88,182,60.4078
88,185,60.4078
88,186,60.4078
88,187,60.4078
88,168,60.4078
88,167,60.4078
88,166,60.4078
88,163,60.4078
88,164,60.4078
88,165,60.4078
88,172,60.4078
88,173,60.4078
88,107,60.4078
88,109,60.4078
88,108,60.4078
88,130,60.4078
88,131,60.4078
88,129,60.4078
88,143,54.5720
88,142,54.5720
88,145,54.5720
88,146,54.5720
88,135,64.5964
88,126,64.5964
88,128,64.5964
88,127,64.5964
88,136,64.5964
88,137,64.5964
88,132,64.5964
88,134,64.5964
88,133,64.5964
88,161,58.7491
88,162,58.7491
88,78,58.7491
88,77,58.7491
88,76,58.7491
88,1,58.7491
88,175,54.3478
88,174,54.3478
88,170,65.2469
88,171,65.2469
88,169,65.2469
88,154,65.2469
88,156,65.2469
88,155,65.2469
88,151,65.2469
88,153,65.2469
88,152,65.2469
88,158,65.2469
88,159,65.2469
88,157,65.2469
88,160,65.2469
88,50,67.0896
88,49,67.0896
88,14,67.0896
88,15,67.0896
68,175,62.3457
68,174,62.3457
67,175,62.3457
67,174,62.3457
66,175,62.3457
66,174,62.3457
64,175,62.3457
64,174,62.3457
65,175,62.3457
65,174,62.3457
63,175,62.3457
63,174,62.3457
71,175,62.3457
71,174,62.3457
70,175,62.3457
70,174,62.3457
69,175,62.3457
69,174,62.3457
74,175,62.3457
74,174,62.3457
75,175,62.3457
